id,smiles,exact_mass,type,C3,C6,C20,C26,C28,Other
CCMSLIB00012424873,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,956.4980802,OA,2,,,,1,
Goyasaponin I,CC1OC(OC2C(O)C(C)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C=O)C6CCC5(C)C3(C)CC4)C2OC2OC(C)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,1378.6405064839996,OA,2,,,,4,
Vinaginsenoside R2,CC(=O)OCC1OC(OC2CC3(C)C(CC(O)C4C(CCC34C)C3(C)CCC(O3)C(C)(C)O)C3(C)CCC(O)C(C)(C)C23)C(OC2OCC(O)C(O)C2O)C(O)C1O,828.4871216040002,PPT,,2,,,,
Cynarasaponin E,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(CO)C5CCC34C)C2C1C)C(=O)OC1OC(CO)C(O)C(O)C1O,810.4401714,OA,1,,,,1,
Amaranthussaponin II,CC1OC(OC2C(O)C(OC3C(O)CC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CCC54C)C(=O)OC4OC(CO)C(O)C(O)C4O)C3(C)C=O)OC(C2O)C(O)=O)C(O)C(O)C1O,970.4773447680004,OA,2,,,,1,
"28-[Rhamnosyl-(1-&gt;2)-[b-D-glucosyl-(1-&gt;3)]-[2R-methylbutanoyl-(-&gt;4)]-fucosyl]-30-methyl-3b,23-dihydroxy-12-oleanene-28,30-dioate 3-[galactosyl-(1-&gt;2)-glucuronide]",CCC(C)C(=O)OC1C(C)OC(OC(=O)C23CCC(C)(CC2C2=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(CO)C5CCC4(C)C2(C)CC3)C(=O)OC)C(OC2OC(C)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O,1392.6561565479997,OA,2,,,,3,
Theasaponin F3,OC[C@H]1O[C@@H](O[C@H]2C(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](O)[C@]6(CO)[C@H](OC(=O)C)C[C@@]54C)[C@]3(C)C(=O)OC)O[C@H](C(=O)O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)C2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1260.577512,OL,4,,,,,
Clerosterol 3-glucoside,CCC(CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O)C(C)=C,574.4233395759999,Other,1,,,,,
Schidigerasaponin E1,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CC(=O)C23C)OC2OC(CO)C(O)C(OC3OCC(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,886.4562154000001,SS,3,,,,,
Elatoside I,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,956.4980802,OA,3,,,,,
Desglucoparillin,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,886.4926009080001,SS,3,,,,,
Azukisaponin I,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1,780.4659922359999,OL,2,,,,,
Momordicasaponin I,CC1OC(OC2C(O)C(OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CCC54C)C(=O)OC4OC(C)C(O)C(O)C4OC4OC(C)C(OC5OCC(O)C(O)C5O)C(OC5OC(CO)C(O)C(OC6OCC(O)C(O)C6O)C5O)C4O)C3(C)C=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)=O)C(O)C(O)C1O,1672.735588639999,OA,3,,,,4,
Agavasaponin H,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CC(=O)C3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OC(C)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C3OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1520.6882445239992,SS,6,,,1,,
TR-Saponin C,CCC(C)C(=O)OC1C(OC(=O)C(\C)=C/C)C(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)=O)C(C)(C5CCC4(C)C3(C)C(O)C(OC(C)=O)C12CO)C(=O)OC,1066.5348596440003,OA,2,,,,,
Cyclopassifloside VI,CC(C)C(=O)CC(O)C(C)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O,666.3979127,Other,,,,,,C4:1
Quillaic acid 3-[xylosyl-(1-&gt;3)-[galactosyl-(1-&gt;2)]-glucuronide],CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2C1)C(O)=O,956.4616947,OA,3,,,,,
Notoginsenoside L,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(C)(C)C3CCC21C,1078.5923745200002,PPD,2,,2,,,
28-Galloylglucosylpomolate 3-arabinoside,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1(C)O)C(=O)OC1OC(COC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,918.4613007800004,OA,1,,,,1,
Matesaponin 2,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1C)C(=O)OC1OC(CO)C(O)C(O)C1O,1058.5661597720002,OA,3,,,,1,
Alliosterol 1-rhamnoside 16-galactoside,CC(C)CCC(O)C(C)C1C(CC2C3CC=C4CC(O)CC(OC5OC(C)C(O)C(O)C5O)C4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O,742.4503421720001,Other,,,,,,"C1:1,C16:1"
CCMSLIB00011439267,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,1088.5403389480002,OA,3,,,,1,
Hebevinoside VIII,CC(CCC=C(C)C)C1C(CC2(C)C3C(O)C=C4C(CCC(OC5OCC(OC(C)=O)C(O)C5O)C4(C)C)C3(C)CCC12C)OC1OC(COC(C)=O)C(OC(C)=O)C(O)C1O,878.5027716680002,Other,1,,,,,C16:1
Momordicasaponin II,CC1OC(OC2C(O)C(OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(O)CC54C)C(=O)OC4OC(C)C(O)C(O)C4OC4OC(C)C(OC5OCC(O)C(O)C5O)C(OC5OC(CO)C(O)C(OC6OCC(O)C(O)C6O)C5O)C4O)C3(C)C=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)=O)C(O)C(O)C1O,1688.7305032599988,OA,3,,,,5,
Soyasaponin A-c,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)C(O)C(OC6OCC(O)C(OC7OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C7OC(C)=O)C6O)C5(C)CCC43C)C2(C)CO)C(O)=O)C(O)C(O)C1O,1420.6510711679998,OL,3,,,,,C22:2
CCMSLIB00012429450,CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,898.4926009,OA,3,,,,,
Momordin I,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,764.4346921079999,OA,2,,,,,
VF-NPL-LTQ004220,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(C(=O)O)C(O)C(O)C7O)C(C)(C(=O)O)C6CCC5(C)C3(C)CC4)OCC(O)C2O)C(O)C(O)C1OC1OCC(O)C(O)C1O,1088.5039534400005,OA,1,,,,3,
Campesterol glucoside,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O,562.4233395759999,Other,1,,,,,
Jujubasaponin VI,CC1OC(OC2C(O)C(O)C(CO)OC2OC2CCC3(C)C(CCC4(C)C3CCC3C5C6(C)OC(CC6OC55CC43CO5)C(C)(C)O)C2(C)C)C(O)C(O)C1O,796.4609068560001,Other,2,,,,,
Ampeloside Bf2,CC(CCC1(O)OC2CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,952.4879095,SS,2,,,1,,
Phaseoluside A,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(CO)C5CCC34C)C2C1,944.5344657,OL,3,,,,,
Protoprimulagenin A 3-[glucosyl-(1-&gt;3)-galactosyl-(1-&gt;4)-[rhamnosyl-(1-&gt;2)]-glucuronide],CC1OC(OC2C(O)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(OC2OC2CCC3(C)C(CCC4(C)C3CCC35OCC6(CCC(C)(C)CC36)C(=O)CC45C)C2(C)C)C(O)=O)C(O)C(O)C1O,1102.555989,OL,3,,,,,
Tragopogonsaponin G,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC(=O)CCC1=CC=C(O)C=C1,1090.53486,OA,1,,,,2,
Quillaic acid 3-[rhamnosyl-(1-&gt;3)-[galactosyl-(1-&gt;2)]-glucuronide] 28-[glucosyl-(1-&gt;3)-[xylosyl-(1-&gt;4)]-rhamnosyl-(1-&gt;2)-3-[5-[[5-(arabinosyloxy)-3-hydroxy-6-methyl-1-oxooctyl]oxy]-3-hydroxy-6-methyl-1-oxooctyl]-fucosyl] ester,CCC(C)C(CC(O)CC(=O)OC(CC(O)CC(=O)OC1C(O)C(C)OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OC(C)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC4(C)C2(C)CC3O)C1OC1OC(C)C(OC2OCC(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O)C(C)CC)OC1OC(CO)C(O)C1O,2032.9503920039983,OA,3,,,,5,
Congmuyenoside A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1)C(O)=O,958.5137302760002,OA,3,,,,,
Ampeloside Bf1,CC(CCC1(O)OC2CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,1114.540733,SS,3,,,1,,
Hebevinoside V,COC1C=C2C(CCC(OC3OCC(OC(C)=O)C(O)C3O)C2(C)C)C2(C)CCC3(C)C(C(C)CCC=C(C)C)C(CC3(C)C12)OC1OC(COC(C)=O)C(O)C(O)C1O,850.5078570480002,Other,1,,,,,C16:1
Ginsenoside Rh7,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3=CC(O)C21C,636.4237335,PPT,,,1,,,
Uttronin A,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,1034.5297742640005,SS,4,,,,,
Calenduloside B,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,942.5188157,OA,2,,,,1,
Goyaglycoside g,COC1OC23C=CC4C5(C)CCC(C(C)C\C=C\C(C)(C)OC6OC(CO)C(O)C(O)C6O)C5(C)CCC14C2CCC(OC1OC(CO)C(O)C(O)C1O)C3(C)C,810.4765569,Other,1,,,,,C25:1
Cyclopassifloside V,CC(C)C(O)(CCC(C)(O)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,860.4769508440002,Other,,,,,,"C4:1,C16:1"
28-Glucuronyloleanolic acid 3-[galactosyl-(1-&gt;3)-glucoside],CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(C(O)C(O)C1O)C(O)=O,956.4980802,OA,2,,,,1,
TY000194,C(C(O)1)C(C)(C3(C)7)C(C=CC3(C(C6)(C)C(CC7)(C(CO)(C(C6)OC([H])(C(O)4)OC(C)C(C(OC([H])(C5O)OC(CO)C(C5O)O)4)O)C)[H])[H])=C(C2)C1(CCC2(C)C)CO,780.4659922359999,OL,2,,,,,
Arjunolic acid 3-glucoside,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1)C(O)=O,650.4029980559999,OA,1,,,,,
alpha-Spinasterol gentiobioside,CC[C@@H](C(C)C)\C=C\[C@@H](C)[C@H]1CCC2C3=CC[C@@]4([H])C[C@H](CC[C@]4(C)C3CC[C@]12C)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,736.476163,Other,2,,,,,
Araloside C,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,1088.5403389480002,OA,3,,,,1,
MSBNK-RIKEN-PR308911,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,824.4194359679999,OA,2,,,,,
Cellotetraosylsitosterol,CCC(CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(C)C,1062.5974599000003,Other,4,,,,,
MSBNK-BS-BS003408,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,912.5082509720004,OL,3,,,,,
Camelliasaponin A1,C\C=C(\C)C(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC4(C)C3(C)CC(O)C12CO,1188.592768,OL,4,,,,,
Gitonin,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,1050.5246888840002,SS,4,,,,,
Oleanolic acid 3-[rhamnosyl-(1-&gt;4)-glucosyl-(1-&gt;6)-glucoside],CC1OC(OC2C(O)C(O)C(OCC3OC(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CCC7(CCC65C)C(O)=O)C4(C)C)C(O)C(O)C3O)OC2CO)C(O)C(O)C1O,926.5239010360004,OA,3,,,,,
Tarasaponin IV,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OC(CO)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,1088.5403389480002,OA,3,,,,1,
Assamsaponin H,C\C=C(\C)C(=O)OC1C(O)C2(COC(C)=O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2CC1(C)C,1260.5775123040005,OL,4,,,,,
Yayoisaponin C,CC1C2C(CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,1096.5301681880003,SS,4,,,,,
Acetylsoyasaponin A4,CC(=O)OC1COC(OC2C(O)COC(OC3C(O)C(C)(C)CC4C5=CCC6C7(C)CCC(OC8OC(C(O)C(O)C8OC8OC(CO)C(O)C(O)C8OC8OC(CO)C(O)C(O)C8O)C(O)=O)C(C)(CO)C7CCC6(C)C5(C)CCC34C)C2O)C(OC(C)=O)C1OC(C)=O,1364.6248564200002,OL,3,,,,,C22:2
Cyclopassifloside III,CC(C)C(O)(CCC(C)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,844.4820362240001,Other,1,,1,,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[xylosyl-(1-&gt;3)]-glucuronide] 28-[rhamnosyl-(1-&gt;3)-[glucosyl-(1-&gt;3)-[xylosyl-(1-&gt;4)]-rhamnosyl-(1-&gt;2)]-4-acetyl-fucosyl] ester,CC1OC(OC2C(OC(C)=O)C(C)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C=O)C6CCC5(C)C3(C)CC4O)C2OC2OC(C)C(OC3OCC(O)C(O)C3O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,1730.7410679439988,OA,3,,,,5,
Tuberoside F,COC1(C)C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)O\C1=C/CC(C)COC1OC(CO)C(O)C(O)C1O,1078.555989,SS,3,,,1,,
RIKENPlaSMA007592,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OC(CO)C(O)C7O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,926.4875155,OA,2,,,,1,
Floratheasaponin E,OC[C@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(=O)C(\C)=C/C)[C@]6(CO)[C@H](O)[C@H](O)[C@@]54C)C3(C)C)O[C@H](C(O)=O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1286.6295478759998,OL,4,,,,,
Capsicoside D,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(OC3OCC(O)C(O)C3O)C2OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1376.6459857879995,SS,5,,,1,,
Elaterinide,CC(=O)OC(C)(C)\C=C\C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,718.3564418,Other,1,,,,,
28-[Glucosyl-(1-&gt;6)-glucosyl]oleanolic acid 3-arabinoside,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,912.5082509720004,OA,1,,,,2,
Saponin E,CC1OC(OC2C(O)C(CO)OC(OC3CCC4(C)C(CCC5(C)C4CCC(C4OC4(C)CC(O)C=C(C)C)C54COC(=O)C4)C3(C)C)C2O)C(O)C(O)C1O,796.4609068560002,Other,2,,,,,
Saponin H,CC(C)=CC(O)CC1(C)OC1C1CCC2C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC2(C)C11COC(=O)C1,650.4029980559999,Other,1,,,,,
Araliasaponin II,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(CO)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,944.4980802,OA,2,,,,1,
Saponin S13,CCC(C)C(=O)OC1C(C)OC(OC(=O)C23CCC(C)(CC2C2=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(COC(C)=O)C5CCC4(C)C2(C)CC3)C(=O)OC)C(OC2OC(C)C(O)C(OC(=O)C(C)CC)C2OC(C)=O)C1OC1OC(CO)C(O)C(O)C1O,1560.7348007919995,OA,2,,,,3,
AzI,CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(C)(CO)C6CCC5(C)C4(C)CCC23C(O)=O)O1,938.4875155,OL,2,,,,,
Amaranthussaponin III,CC1OC(OC2C(O)C(OC3C(O)CC4(C)C(CCC5(C)C4CC=C4C6CC(=C)CCC6(CCC54C)C(=O)OC4OC(CO)C(O)C(O)C4O)C3(C)C)OC(C2O)C(O)=O)C(O)C(O)C1O,940.4667800840004,OA,2,,,,1,
Quadranguloside,C\C(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)=C\CCC(CO)C1CCC2(C)C3CCC4C5(CC35CCC12C)CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C4(C)C,1106.5872891400002,Other,2,,2,,,
Furcogenin 3-[2''-glucosyl-6''-arabinosylglucoside],CC1C2C(CC3C4CCC5CC(CCC5(C)C4CC(=O)C23C)OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,886.4562154000001,SS,3,,,,,
PR308916,O=C(O)C57(CCC(C)(C)CC7(C4=CCC3C6(C)(CC(O)C(OC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))C(C)(CO)C6(CCC3(C)C4(C)CC5)))),812.4558214759999,OA,2,,,,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;3)]-glucuronoside] 28-[xylosyl-(1-&gt;3)-xylosyl-(1-&gt;4)-rhamnosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;3)]-4-acetyl-fucosyl] ester,CC1OC(OC2C(O)C(OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(O)CC54C)C(=O)OC4OC(C)C(OC(C)=O)C(OC5OC(C)C(O)C(O)C5O)C4OC4OC(C)C(OC5OCC(O)C(OC6OCC(O)C(O)C6O)C5O)C(O)C4O)C3(C)C=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)=O)C(O)C(O)C1O,1714.746153323999,OA,3,,,,5,
3-O-(beta-D-Glucopyranosyl)-soyasapogenol B,CC1(C)C[C@@H](O)[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)C5CC[C@@]34C)C2C1,620.4288188799998,OL,1,,,,,
Cistocardin,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,1080.535254,SS,4,,,,,
Matesaponin 3,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC34C)C2C1C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1074.561074,OA,2,,,,2,
